ts,hypothesis,arm,market,tf,n_trades,pf,sharpe,expected_days,pass_rate,null_margin,verdict,prereg,params,note
2026-09-10,H-028,"long the first bar after the COMEX 90min daily halt, flat 5-240min later. Found by scanning a 48-slot hour table, not sp",XAUUSD + XAGUSD 5m/30m; cross-section WT,FX,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","Headline +4.303bps t=+5.42 on gold, +6.516 t=+3.69 on silver, same sign every year, 33.9% of the 3y move from 1.8% of bars. **Four independent things kill it.** (1) Within-day slot-shuffle null: p=0.0"
2026-09-10,H-029,"z-score of the beta-matched log spread (long XAU, short 0.36 XAG), 4 lookbacks x 3 horizons x 2 timeframes = 24 cells, f","XAUUSD/XAGUSD 1h + 30m, 16,144 / 32,269 ",bars,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**The fade edge is negative in all 24 cells.** The z-response rises with z (Q1→Q5 e.g. +0.6/+1.9/+3.1/+3.1/+9.7 monotone at 1h L=48 H=12), i.e. relative MOMENTUM, not reversion — so the proposed direc"
2026-09-10,H-031,flush = bottom 2% of 30m open-interest change WITH price down over the same window; control = price down by the same mea,10 coins (BTC/ETH/SOL/BNB/XRP/ADA/DOGE/L,perp,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","Flush +8.4 / +17.9 / **+28.0** bps at 1h/4h/24h; control **−0.2 / −1.4 / −6.1**. Difference at 24h **+34.1bps**, and **flush beats control on 10 of 10 coins**. Monotone in horizon, and 28bps is 2x the"
2026-09-11,H-030,"disaggregated COT, COMEX gold, weekly, used from its release time (holiday and 2025-shutdown aware). 8 pre-registered ga","XAUUSD 1h, 591 OOS",trades,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}",Every gate slower than no gate. Crowding story backwards: refusing the crowded side drops PF@2x to 1.766 (crowd-follow 2.857). G4 against-1w halves DD at PF 3.538 but halves trades → 38.0d. Only G7 OI
2026-09-11,H-031,"flush = trailing-30d bottom 2% of 30m OI change with price down; long next 5m open, 24h hold, one per coin. 8 stop arms:",10 coins 5m perp +,metrics,0,nan,0.61,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","PF@2x by stop: none 0.924, 1σ 0.743, 1.5σ 0.802, 2σ 0.826, 3σ 0.862, 4σ 0.878, 6σ 0.889, wick 0.667 — every stop worse than none, monotonically. Gross/trade: flush +26.7bps, control +20.5, null +11.8 "
2026-09-13,H-027,"the traded rule UNCHANGED — wide stop 2.5–8σ, floor 30 / top 5, no target, horizon in HOURS so it means the same thing o",XAUUSD 30m/15m/5m + 1h,control,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**The premise failed, and NOT for the reason pre-registered.** The case was ""4x the sessions is 4x the signals"". It is not: trades/day goes **0.93 → 1.10** at 5m — 18% more trades for a 12x finer bar "
2026-09-13,H-027,"bars sampled every N units of VOLUME (`vol1h`) and every N of NOTIONAL (`dol1h`) instead of every hour, built from the 1",XAUUSD vol1h/dol1h + 1h,control,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**The control reproduced the board exactly** — 591 trades, PF@2x 2.872, 11.7 days — which is what makes the run readable: the day-change anchor is identical to the shipped one on time bars, so the vol"
2026-09-13,H-027,"the 2026-09-09 objective comparison re-run under the sizing rule adopted the DAY AFTER it. `select_on` ∈ {`2x` shipped, ",XAUUSD,1h,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**The thesis was specific and it was wrong.** The prediction: the days-selector's one weakness is its pass rate, budget-linear sizing exists to repair exactly that, and nobody had combined them (verif"
2026-09-13,H-027,"the Asian range break has only ever run on gold, though it is 0.114 correlated with the VWAP break, second-engine clean ","XAUUSD reference + EURUSD, GBPUSD, USDJP",4h,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**The margin over the null is the whole story.** Gold beats its own phase-randomised copy by **3.5x on 1h and 4.8x on 4h**. No other market beats its null by more than ~1.5x, and BTC, SOL and AUDUSD *"
2026-09-13,H-027,opened by arm 1's failure rather than a hunch. Reading `Pipeline._score` shows the `days` branch returns `rpd / abs(dd)`,XAUUSD,1h,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**`dd≤20R` cleared the two conditions everything else failed on all day: 7.1 days against 11.8, with a band of 6–9 that does NOT touch the baseline's 10–16.** Faster and resolvable. **It dies on the t"
2026-09-13,H-034,"dated quarterly futures against the perp: `basis_ann = (front − perp)/perp × 365/days`. Six readings, each with its OPPO",BTCUSDT + ETHUSDT perp 1h; 23 dated cont,present,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}",**Gate A passed and the predicted death did not happen** — pace was the named killer and every reading fires 57–243 times a year. **Gate B kills it.** The LEVEL reading is absent entirely (best pctile
2026-09-13,H-035,"CoinMetrics Community netflow (`FlowInExNtv − FlowOutExNtv`), daily, free, no key. Stamped **D+2** so it is read only wh",BTCUSDT + ETHUSDT perp,1h,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**The only arm in the whole screen with a coherent shape, and it still failed.** F+ scored pctile **99.2 (BTC) and 100.0 (ETH) at the same h=4**, edges +19.38 and +30.92, year split 5/6 and 4/6 — so i"
2026-09-13,H-036,"**Not H-004**, which tested funding as a CONTINUOUS LEVEL scored every bar and died 0 of 12. This is the scheduled trans",BTCUSDT + ETHUSDT perp,1h,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**Fails cross-market, which is the whole test.** P− scores pctile **96.0 on BTC and 67.2 on ETH** at the same h=24. P+ reaches 94.8 on BTC on a **3.50 bps** edge — far under the 14bps hurdle — and 56."
2026-09-13,H-037,"**Not H-025**, which tested the DVOL LEVEL (`dvolz`, real but 8.9bps). `core/deribit_dvol.py` names implied-minus-realis",BTCUSDT + ETHUSDT perp 1h; BTC/ETH DVOL,hourly,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**Fails cross-market.** V− reaches pctile 96.2 on ETH (edge +30.30, h=12) and only **93.2** on BTC; V+ is 91.0 on BTC and **54.8** on ETH. No arm clears on both markets, and the two markets share the "
2026-09-13,H-038,"The one SMC object with a mechanical definition, every parameter fixed in `notes.md` before the run: 1h bars, three cand",BTCUSDT + ETHUSDT perp,1h,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**The size filter runs backwards, which is the cleanest kill available.** A real gap effect must strengthen when filtered for gap size; it **weakens on three of four**: 96.8→87.2, 97.0→91.8, 97.2→75.0"
2026-09-14,H-039,"not a strategy variation — an accounting one, and every board number in this repo silently assumed the answer. Re-run th",XAUUSD,1h,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","pass rate 50.0 vs 49.9 and total blow-ups 50.0 vs 50.0 — identical. What flips is WHICH cap kills: fail-on-max 27.6% → **4.2%**, fail-on-daily 22.4% → **45.8%**. Blocker B1 (equity or closed balance?)"
2026-09-14,H-040,"swap what the band IS, hold everything else: `atr` (14-period ATR width), `pct` (fixed 10bp), `sterr` (standard error of",XAUUSD 1h +,4h,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","on 1h every arm is SLOWER than the baseline. On 4h every band overlaps the baseline's 27.5–54.5, so nothing is resolvable either way. Two arms flip sign across timeframes (`atr` 2.8x slower on 1h and "
2026-09-15,H-027,"`core/chosen.py` recorded its choice of floor 30 / top 5 against top 1 only — never against top 10, 15 or 20, and never ",5 markets,1h,0,nan,nan,nan,nan,nan,PASS,,"{""source"": ""STRATEGY_LOG.md backfill""}","monotone in N at the wide floor across five levels (22.7 → 16.0 → 12.2 → 11.4 → 10.6), replicated on a blind second half, five markets faster, three with disjoint bands. **It shipped with NO COMMITTED"
2026-09-15,H-041,"stop trading for the rest of the day once the account is down X% on the day; X ∈ {−0.5, −1.0, −1.5, −2.0, −2.5}%. H-041 ",XAUUSD 1h +,4h,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","the 22-point win was a RUNG comparison wearing a guard's name: 48.3 sits at the 2.0% rung and 70.5 at the 3.0% rung. Like for like the guard is worth **7 points** (55.6 → 48.3), and at the rung the ba"
2026-09-15,H-042,"rank eleven coins on the Binance crowd long/short ACCOUNT ratio, long the least crowded, short the most, equal dollars —",11,coins,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","the signal survives the rebuild intact — forward return ordered least- to most-crowded in **all six** configurations with no exceptions, spread +2.2 to +8.6 bps, book beats a randomly-ranked book of i"
2026-09-15,H-043,"VIX3M/VIX inverted = risk-off. After five crypto feeds died the same way, the round-trip-cost test now runs before any n",6 standard +,indices,0,nan,nan,nan,nan,nan,PASS,,"{""source"": ""STRATEGY_LOG.md backfill""}",all six standard markets clear **twice** their own round trip. Gold holds on 67 episodes over eleven years: +10.5/+23.4/+38.0/+22.8 bps against a 3.66 bps bar. Recorded blemish: 48 inverted days in th
2026-09-15,H-043,"stops, costs, blind last-40% split, nine markets, windows capped at five years. Gold made the gate in the pre-registrati",9,markets,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","condition 2 passed handsomely (9 of 9 markets positive at 2x out of sample; SPX500 2.414, NAS100 2.387). Conditions 1, 3 and 4 all failed and none marginally. Gold loses to its own block-shuffled sign"
2026-09-15,H-044,"Kris: *""if its possible with vwap it might be possible with order flow, EMA, fibonaci RSI or some other instrument.""* Th",XAUUSD 1h +,4h,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","on gold 1h every arm is slower than the VWAP baseline. On 4h every band overlaps, so nothing is resolvable. **The EMA 4h cell is the most instructive number here and it is noise:** PF@2x **3.005** aga"
2026-09-15,H-045,"CBOE publishes GVZ, the gold volatility index, free and daily back to 2009, on the same endpoint as VIX, and this repo h",XAUUSD,1h,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","**as a standalone strategy it failed** — 18 in-sample cells all slower than H-027, and the selected cell left five trades in the blind half (PF 12.6 on five trades is a coin landing well). **As a GATE"
2026-09-17,H-027,"the missing script, written so the study exists, plus the two items `COMPETITION.md` listed as owed: **BTCUSDT** (the si","all 6 standard,",1h,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","the script reproduces 2026-09-15 exactly (gold 15.3 [13–22] → 8.9 [8–13]), so this tests that study rather than a different one. Then: **gold real 1.72x against a null of 2.45x on three seeds, every s"
2026-09-17,H-027,"Kris asked what venue/broker cost means for him given he will trade prop firms on cTrader. cTrader is a platform, not a ","XAUUSD 1h, 813",trades,0,nan,nan,nan,nan,nan,PASS,,"{""source"": ""STRATEGY_LOG.md backfill""}","at 1x (1.06 bps) PF 2.209 / 15.3 days; at **5x (5.32 bps) PF 1.886, days unchanged**; at **10x (10.65 bps) PF 1.593, 16.5 days**; breaks below the 1.20 gate at **~32 bps**. **The worst prop CFD spread"
2026-09-17,H-047,"Kris: *""maybe watch new coins that are added to binance every day, maybe trade them or buy them for few hours.""* Entry a",278 USDT,listings,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**survivorship measured rather than assumed, and my own earlier framing of it was wrong**: 252 of 733 USDT pairs ever (34.4%) are delisted, but death takes years — only **15 of 278 (5.4%)** in-window "
2026-09-17,H-049,the direct consequence of the row above: search long-hold feed ideas on the cheap markets. `DFII10` (US 10y real yield —,"6 markets,",daily,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**13 of 180 cells ""pass"" where ~9 are expected by chance at a 5% threshold** — the search is priced, per the H-035 lesson. The one cell with real structure was **GBPUSD on breakevens, lookback 20d: fo"
2026-09-17,H-050,"the direct answer to H-012's own parting line — *""Do not propose a wider universe as a cure for drawdown without solving",XAUUSD+XAGUSD+EURUSD+GBPUSD+USDJPY,1h,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","**THE CORRECTION FIRST. I told Kris ""H-027 already works on 5 markets, every one is positive"", citing 15.3 / 22.1 / 25.4 / 26.8 / 43.9 expected days. That was wrong.** Those are expected-DAYS figures,"
2026-09-17,H-051,"proposed with the family warning stated first: *""fading an extreme""* is already dead twice (H-005 rolling high/low, H-01",z\,,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}",—
2026-09-17,H-052,"designed against every constraint today produced: long hold (scalping dies on cost), one event per day (H-051 died on th",rho\,,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}",—
2026-09-18T06:36:02+00:00,FEED-DFII10,DFII10.change5.BTCUSDT.h1,BTCUSDT,1d,564,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-BTCUSDT-20260918-063601.md,"{""candidate_key"": ""DFII10|change|5|1|BTCUSDT|1|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": -25.602, ""hold"": 1, ""lag"": 1, ""median_bps"": -10.367, ""origin"": ""library"", ""p_null"": 0.215, ""rho"": -0.9}","loses to its own shuffle, p=0.215"
2026-09-18T06:36:02+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.BTCUSDT.h1,BTCUSDT,1d,422,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-BTCUSDT-20260918-063602.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|BTCUSDT|1|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": 9.823, ""hold"": 1, ""lag"": 1, ""median_bps"": -1.478, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.5}",effect 9.8 under the 18.0 bar
2026-09-18T06:36:02+00:00,FEED-GVZ,GVZ.change5.XAUUSD.h1,XAUUSD,1d,175,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-063602.md,"{""candidate_key"": ""GVZ|change|5|1|XAUUSD|1|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 14.755, ""hold"": 1, ""lag"": 1, ""median_bps"": 10.043, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.5}","response not monotone, rho 0.50"
2026-09-18T06:36:02+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.BTCUSDT.h1,BTCUSDT,1d,536,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-BTCUSDT-20260918-063602.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|BTCUSDT|1|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": -16.43, ""hold"": 1, ""lag"": 1, ""median_bps"": -11.969, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.7}",effect 16.4 under the 18.0 bar
2026-09-18T06:36:02+00:00,FEED-T10YIE,T10YIE.change5.BTCUSDT.h1,BTCUSDT,1d,591,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-BTCUSDT-20260918-063602.md,"{""candidate_key"": ""T10YIE|change|5|1|BTCUSDT|1|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": -0.846, ""hold"": 1, ""lag"": 1, ""median_bps"": -6.033, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}",effect 0.8 under the 18.0 bar
2026-09-18T06:36:02+00:00,FEED-VIX,VIX.change5.BTCUSDT.h1,BTCUSDT,1d,530,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-BTCUSDT-20260918-063602.md,"{""candidate_key"": ""VIX|change|5|1|BTCUSDT|1|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": -10.968, ""hold"": 1, ""lag"": 1, ""median_bps"": 17.894, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.7}",effect 11.0 under the 18.0 bar
2026-09-18T06:40:10+00:00,FEED-DFII10,DFII10.change5.BTCUSDT.h1,BTCUSDT,1d,564,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-BTCUSDT-20260918-064010.md,"{""candidate_key"": ""DFII10|change|5|1|BTCUSDT|1|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": 29.935, ""hold"": 1, ""lag"": 1, ""median_bps"": 10.178, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.6}","response not monotone, rho 0.60"
2026-09-18T06:40:10+00:00,FEED-DFII10,DFII10.change5.BTCUSDT.h3,BTCUSDT,1d,564,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-BTCUSDT-20260918-064010.md,"{""candidate_key"": ""DFII10|change|5|1|BTCUSDT|3|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": 55.498, ""hold"": 3, ""lag"": 1, ""median_bps"": 24.539, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.6}","response not monotone, rho 0.60"
2026-09-18T06:40:10+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.BTCUSDT.h1,BTCUSDT,1d,422,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-BTCUSDT-20260918-064010.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|BTCUSDT|1|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": -8.811, ""hold"": 1, ""lag"": 1, ""median_bps"": 1.709, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.6}",effect 8.8 under the 18.0 bar
